Sample,Slice#,Frac_601(2),Frac_602(2)
516,10,0.018484119704958498,0.9815158802950416
516,11,0.01128395837423142,0.9887160416257686
516,12,0.012427695626099727,0.9875723043739003
516,13,0.0065358796700753395,0.9934641203299246
516,14,0.007402093834497516,0.9925979061655026
516,15,0.010700911901101862,0.9892990880988981
516,16,0.013796003349703788,0.9862039966502961
516,17,0.008986865372148024,0.991013134627852
516,18,0.009355088301809845,0.9906449116981902
516,19,0.014512440284086464,0.9854875597159135
516,20,0.012216946304603132,0.9877830536953969
516,21,0.011214374229252621,0.9887856257707474
516,22,0.008245364972086732,0.9917546350279133
516,23,0.016107970722022198,0.9838920292779777
516,24,0.016314526013272594,0.9836854739867275
517,1,0.0073961883471504305,0.9926038116528496
517,2,0.00930242784024302,0.9906975721597571
517,3,0.012983635920932527,0.9870163640790676
517,4,0.007032985484638924,0.9929670145153611
517,5,0.006981975950298404,0.9930180240497016
517,6,0.010846094443774571,0.9891539055562254
517,7,0.010354493845390646,0.9896455061546093
517,8,0.00964381204947638,0.9903561879505237
517,9,0.012031697131907854,0.9879683028680922
517,10,0.015710489404784367,0.9842895105952156
517,11,0.00799049141388401,0.9920095085861159
517,12,0.011016949752282363,0.9889830502477176
517,13,0.008894362955029836,0.9911056370449702
517,14,0.011945470934241094,0.988054529065759
517,15,0.015136032687250537,0.9848639673127495
517,16,0.009579255184474725,0.9904207448155252
517,17,0.012063263506771556,0.9879367364932283
517,18,0.006228187696075462,0.9937718123039244
517,19,0.007222354313929134,0.992777645686071
517,20,0.012259522401376627,0.9877404775986234
517,21,0.011205781016747863,0.9887942189832521
517,22,0.011290215849037631,0.9887097841509624
517,23,0.009267002256335283,0.9907329977436647
517,24,0.012089158813872085,0.9879108411861279
518,1,0.013938678537855935,0.9860613214621441
518,2,0.008730355364219067,0.9912696446357808
518,3,0.007924239538370431,0.9920757604616296
518,4,0.008500015730533706,0.9914999842694663
518,5,0.010526911776340034,0.98947308822366
518,6,0.010349741847151695,0.9896502581528483
518,7,0.01768819909090896,0.9823118009090911
518,8,0.011181489850994245,0.9888185101490058
518,9,0.012599467766843444,0.9874005322331565
518,10,0.006462424805331426,0.9935375751946686
518,11,0.008634266499533406,0.9913657335004666
518,12,0.009591214449312905,0.9904087855506871
518,13,0.0112511234982403,0.9887488765017597
518,14,0.008147727462931222,0.9918522725370688
518,15,0.012698395825835674,0.9873016041741643
518,16,0.01009450231527085,0.9899054976847291
518,17,0.009910202609866463,0.9900897973901336
518,18,0.010880882799442678,0.9891191172005572
518,19,0.013787445347243715,0.9862125546527564
518,20,0.010813614689976268,0.9891863853100237
518,21,0.008714118905173481,0.9912858810948266
518,22,0.00966397203725121,0.9903360279627488
518,23,0.009510214949245168,0.9904897850507548
518,24,0.00820554415972645,0.9917944558402736
522(2),1,0.00830155299563073,0.9916984470043693
522(2),2,0.004237122363294663,0.9957628776367053
522(2),3,0.006842996478483026,0.9931570035215169
522(2),4,0.007814801882602793,0.9921851981173972
522(2),5,0.0038798031731944686,0.9961201968268055
522(2),6,0.006047327856547405,0.9939526721434525
522(2),7,0.0038708576936697767,0.9961291423063302
522(2),8,0.0053823956351762925,0.9946176043648236
522(2),9,0.005529844672480236,0.9944701553275197
522(2),10,0.005865938555009971,0.9941340614449901
522(2),11,0.005078677706492176,0.9949213222935078
522(2),12,0.005129155257623206,0.9948708447423769
522(2),13,0.006069448415441805,0.9939305515845581
522(2),14,0.006353958892681528,0.9936460411073185
522(2),15,0.005923707592024283,0.9940762924079757
522(2),16,0.006292740004994644,0.9937072599950054
522(2),17,0.0038311095139003716,0.9961688904860996
522(2),18,0.004571216073813175,0.9954287839261867
522(2),19,0.0022268768794447297,0.9977731231205553
522(2),20,0.0072080050561586445,0.9927919949438413
